Source,Indicator,Year,Month,State,Value,Unit
ESIC,Net number of ESIC beneficiaries (Persons),2022,Mar,Goa,358054,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Mar,Lakshadweep,321658,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Mar,Kerala,626221,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Mar,Tamil Nadu,428955,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Mar,Puducherry,475879,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Mar,Andaman and Nicobar Islands,390226,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Mar,Telangana,501871,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Mar,Ladakh,427927,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,India,23678138,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Jammu and Kashmir,480326,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Himachal Pradesh,594158,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Punjab,493247,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Chandigarh,537600,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Uttarakhand,621624,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Haryana,650106,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Delhi,353341,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Rajasthan,363705,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Uttar Pradesh,408352,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Bihar,363979,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Sikkim,657994,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Arunachal Pradesh,719177,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Nagaland,479057,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Manipur,683911,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Mizoram,715218,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Tripura,432679,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Meghalaya,459491,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Assam,638153,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,West Bengal,300142,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Jharkhand,519492,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Odisha,339897,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Chhattisgarh,308843,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Madhya Pradesh,382954,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Gujarat,385346,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Dadra and Nagar Haveli and Daman and Diu,495726,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Maharashtra,387436,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Andhra Pradesh,751080,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Karnataka,570135,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Goa,356733,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Lakshadweep,329202,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Kerala,659587,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Tamil Nadu,422620,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Puducherry,489337,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Andaman and Nicobar Islands,394902,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Telangana,520608,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Apr,Ladakh,416492,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,India,24279750,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Jammu and Kashmir,475205,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Himachal Pradesh,602207,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Punjab,516873,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Chandigarh,553358,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Uttarakhand,644118,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Haryana,657968,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Delhi,354805,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Rajasthan,388985,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Uttar Pradesh,419817,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Bihar,373699,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Sikkim,655158,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Arunachal Pradesh,700051,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Nagaland,478247,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Manipur,657655,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Mizoram,767530,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Tripura,430559,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Meghalaya,450120,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Assam,680164,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,West Bengal,318850,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Jharkhand,496725,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Odisha,346952,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Chhattisgarh,308075,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Madhya Pradesh,397071,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Gujarat,414878,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Dadra and Nagar Haveli and Daman and Diu,470656,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Maharashtra,409269,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Andhra Pradesh,777984,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Karnataka,568793,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Goa,354054,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Lakshadweep,333019,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Kerala,643090,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Tamil Nadu,459345,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Puducherry,483944,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Andaman and Nicobar Islands,394687,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Telangana,493411,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,May,Ladakh,413196,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,India,23758953,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Jammu and Kashmir,485806,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Himachal Pradesh,639346,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Punjab,490701,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Chandigarh,571038,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Uttarakhand,608734,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Haryana,668641,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Delhi,355127,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Rajasthan,397558,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Uttar Pradesh,417644,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Bihar,342733,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Sikkim,675693,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Arunachal Pradesh,725176,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Nagaland,469913,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Manipur,663456,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Mizoram,762135,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Tripura,429063,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Meghalaya,458146,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Assam,682908,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,West Bengal,318761,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Jharkhand,495338,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Odisha,337932,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Chhattisgarh,311858,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Madhya Pradesh,403288,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Gujarat,401527,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Dadra and Nagar Haveli and Daman and Diu,486578,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Maharashtra,420914,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Andhra Pradesh,779533,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Karnataka,557629,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Goa,343301,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Lakshadweep,342369,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Kerala,677661,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Tamil Nadu,422396,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Puducherry,487107,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Andaman and Nicobar Islands,374333,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Telangana,526520,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jun,Ladakh,432851,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,India,25351833,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Jammu and Kashmir,469428,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Himachal Pradesh,659011,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Punjab,487499,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Chandigarh,547611,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Uttarakhand,662382,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Haryana,695689,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Delhi,346847,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Rajasthan,387551,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Uttar Pradesh,415484,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Bihar,355529,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Sikkim,702890,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Arunachal Pradesh,726350,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Nagaland,462899,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Manipur,723902,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Mizoram,736374,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Tripura,444546,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Meghalaya,467361,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Assam,675502,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,West Bengal,311899,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Jharkhand,517711,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Odisha,339152,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Chhattisgarh,308999,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Madhya Pradesh,413467,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Gujarat,411916,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Dadra and Nagar Haveli and Daman and Diu,474460,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Maharashtra,416864,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Andhra Pradesh,755360,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Karnataka,587262,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Goa,346558,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Lakshadweep,346831,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Kerala,683381,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Tamil Nadu,435589,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Puducherry,471335,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Andaman and Nicobar Islands,380697,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Telangana,484433,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Jul,Ladakh,411613,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,India,24886493,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Jammu and Kashmir,495465,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Himachal Pradesh,604892,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Punjab,518760,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Chandigarh,556328,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Uttarakhand,660269,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Haryana,670681,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Delhi,374095,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Rajasthan,390686,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Uttar Pradesh,439900,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Bihar,353647,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Sikkim,709459,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Arunachal Pradesh,718334,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Nagaland,473182,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Manipur,721630,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Mizoram,751818,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Tripura,433568,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Meghalaya,473489,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Assam,655705,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,West Bengal,310407,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Jharkhand,493820,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Odisha,355147,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Chhattisgarh,297321,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Madhya Pradesh,391792,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Gujarat,413989,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Dadra and Nagar Haveli and Daman and Diu,483349,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Maharashtra,411876,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Andhra Pradesh,728767,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Karnataka,583618,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Goa,373120,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Lakshadweep,326635,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Kerala,668759,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Tamil Nadu,455298,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Puducherry,496621,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Andaman and Nicobar Islands,381746,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Telangana,491989,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Aug,Ladakh,432638,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,India,26123639,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Jammu and Kashmir,512324,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Himachal Pradesh,642722,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Punjab,512726,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Chandigarh,546880,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Uttarakhand,666371,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Haryana,674887,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Delhi,369999,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Rajasthan,397000,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Uttar Pradesh,409472,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Bihar,356536,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Sikkim,690633,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Arunachal Pradesh,710219,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Nagaland,480676,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Manipur,688389,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Mizoram,788297,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Tripura,457710,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Meghalaya,477060,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Assam,652560,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,West Bengal,317773,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Jharkhand,507577,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Odisha,334638,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Chhattisgarh,306247,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Madhya Pradesh,395644,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Gujarat,410314,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Dadra and Nagar Haveli and Daman and Diu,493780,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Maharashtra,420442,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Andhra Pradesh,738295,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Karnataka,552441,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Goa,367845,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Lakshadweep,345019,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Kerala,654729,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Tamil Nadu,463778,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Puducherry,479290,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Andaman and Nicobar Islands,402171,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Telangana,528920,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Sep,Ladakh,417885,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,India,26183692,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Jammu and Kashmir,511074,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Himachal Pradesh,675115,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Punjab,497288,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Chandigarh,552998,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Uttarakhand,633436,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Haryana,655317,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Delhi,380475,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Rajasthan,383106,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Uttar Pradesh,442457,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Bihar,366420,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Sikkim,711898,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Arunachal Pradesh,773158,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Nagaland,477013,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Manipur,726295,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Mizoram,738419,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Tripura,463480,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Meghalaya,457215,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Assam,688880,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,West Bengal,309738,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Jharkhand,504008,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Odisha,335619,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Chhattisgarh,302865,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Madhya Pradesh,424700,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Gujarat,423580,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Dadra and Nagar Haveli and Daman and Diu,498590,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Maharashtra,404394,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Andhra Pradesh,780693,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Karnataka,582589,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Goa,368249,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Lakshadweep,337066,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Kerala,696616,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Tamil Nadu,435824,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Puducherry,501925,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Andaman and Nicobar Islands,381345,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Telangana,522397,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Oct,Ladakh,437015,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,India,25832522,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Jammu and Kashmir,477501,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Himachal Pradesh,635897,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Punjab,513745,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Chandigarh,563192,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Uttarakhand,666024,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Haryana,696687,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Delhi,370332,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Rajasthan,374682,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Uttar Pradesh,437048,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Bihar,371651,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Sikkim,675010,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Arunachal Pradesh,756150,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Nagaland,496214,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Manipur,717598,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Mizoram,749838,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Tripura,443650,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Meghalaya,498601,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Assam,716772,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,West Bengal,328816,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Jharkhand,501594,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Odisha,345480,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Chhattisgarh,293815,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Madhya Pradesh,422920,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Gujarat,421182,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Dadra and Nagar Haveli and Daman and Diu,518629,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Maharashtra,418910,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Andhra Pradesh,759986,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Karnataka,607600,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Goa,363837,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Lakshadweep,363478,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Kerala,687236,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Tamil Nadu,459002,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Puducherry,509867,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Andaman and Nicobar Islands,395583,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Telangana,501403,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Nov,Ladakh,435013,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Dec,India,24709963,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Dec,Jammu and Kashmir,519297,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Dec,Himachal Pradesh,668418,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Dec,Punjab,544464,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Dec,Chandigarh,536435,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Dec,Uttarakhand,657879,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Dec,Haryana,668085,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Dec,Delhi,376330,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Dec,Rajasthan,398105,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Dec,Uttar Pradesh,415060,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Dec,Bihar,387470,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Dec,Sikkim,726840,Number
ESIC,Net number of ESIC beneficiaries (Persons),2022,Dec,Arunachal Pradesh,732161,Number
