Source,Indicator,Year,Month,State,Value,Unit
EPFO,Net number of subscribers,2021,Dec,Jammu and Kashmir,230679,Number
EPFO,Net number of subscribers,2021,Dec,Himachal Pradesh,280334,Number
EPFO,Net number of subscribers,2021,Dec,Punjab,235699,Number
EPFO,Net number of subscribers,2021,Dec,Chandigarh,253364,Number
EPFO,Net number of subscribers,2021,Dec,Uttarakhand,285520,Number
EPFO,Net number of subscribers,2021,Dec,Haryana,304574,Number
EPFO,Net number of subscribers,2021,Dec,Delhi,173017,Number
EPFO,Net number of subscribers,2021,Dec,Rajasthan,173760,Number
EPFO,Net number of subscribers,2021,Dec,Uttar Pradesh,190768,Number
EPFO,Net number of subscribers,2021,Dec,Bihar,161680,Number
EPFO,Net number of subscribers,2021,Dec,Sikkim,316609,Number
EPFO,Net number of subscribers,2021,Dec,Arunachal Pradesh,323261,Number
EPFO,Net number of subscribers,2021,Dec,Nagaland,205828,Number
EPFO,Net number of subscribers,2021,Dec,Manipur,302031,Number
EPFO,Net number of subscribers,2021,Dec,Mizoram,348823,Number
EPFO,Net number of subscribers,2021,Dec,Tripura,201851,Number
EPFO,Net number of subscribers,2021,Dec,Meghalaya,216758,Number
EPFO,Net number of subscribers,2021,Dec,Assam,299686,Number
EPFO,Net number of subscribers,2021,Dec,West Bengal,143892,Number
EPFO,Net number of subscribers,2021,Dec,Jharkhand,223470,Number
EPFO,Net number of subscribers,2021,Dec,Odisha,153968,Number
EPFO,Net number of subscribers,2021,Dec,Chhattisgarh,143767,Number
EPFO,Net number of subscribers,2021,Dec,Madhya Pradesh,182641,Number
EPFO,Net number of subscribers,2021,Dec,Gujarat,191258,Number
EPFO,Net number of subscribers,2021,Dec,Dadra and Nagar Haveli and Daman and Diu,225180,Number
EPFO,Net number of subscribers,2021,Dec,Maharashtra,178116,Number
EPFO,Net number of subscribers,2021,Dec,Andhra Pradesh,348147,Number
EPFO,Net number of subscribers,2021,Dec,Karnataka,263334,Number
EPFO,Net number of subscribers,2021,Dec,Goa,170545,Number
EPFO,Net number of subscribers,2021,Dec,Lakshadweep,159924,Number
EPFO,Net number of subscribers,2021,Dec,Kerala,306937,Number
EPFO,Net number of subscribers,2021,Dec,Tamil Nadu,208881,Number
EPFO,Net number of subscribers,2021,Dec,Puducherry,221649,Number
EPFO,Net number of subscribers,2021,Dec,Andaman and Nicobar Islands,178460,Number
EPFO,Net number of subscribers,2021,Dec,Telangana,225315,Number
EPFO,Net number of subscribers,2021,Dec,Ladakh,194039,Number
EPFO,Net number of subscribers,2022,Jan,India,9576638,Number
EPFO,Net number of subscribers,2022,Jan,Jammu and Kashmir,221096,Number
EPFO,Net number of subscribers,2022,Jan,Himachal Pradesh,288092,Number
EPFO,Net number of subscribers,2022,Jan,Punjab,241468,Number
EPFO,Net number of subscribers,2022,Jan,Chandigarh,250412,Number
EPFO,Net number of subscribers,2022,Jan,Uttarakhand,303766,Number
EPFO,Net number of subscribers,2022,Jan,Haryana,325827,Number
EPFO,Net number of subscribers,2022,Jan,Delhi,165722,Number
EPFO,Net number of subscribers,2022,Jan,Rajasthan,179891,Number
EPFO,Net number of subscribers,2022,Jan,Uttar Pradesh,207014,Number
EPFO,Net number of subscribers,2022,Jan,Bihar,177300,Number
EPFO,Net number of subscribers,2022,Jan,Sikkim,309033,Number
EPFO,Net number of subscribers,2022,Jan,Arunachal Pradesh,343631,Number
EPFO,Net number of subscribers,2022,Jan,Nagaland,213856,Number
EPFO,Net number of subscribers,2022,Jan,Manipur,313997,Number
EPFO,Net number of subscribers,2022,Jan,Mizoram,346643,Number
EPFO,Net number of subscribers,2022,Jan,Tripura,207746,Number
EPFO,Net number of subscribers,2022,Jan,Meghalaya,224512,Number
EPFO,Net number of subscribers,2022,Jan,Assam,314572,Number
EPFO,Net number of subscribers,2022,Jan,West Bengal,157938,Number
EPFO,Net number of subscribers,2022,Jan,Jharkhand,245021,Number
EPFO,Net number of subscribers,2022,Jan,Odisha,156910,Number
EPFO,Net number of subscribers,2022,Jan,Chhattisgarh,143913,Number
EPFO,Net number of subscribers,2022,Jan,Madhya Pradesh,190119,Number
EPFO,Net number of subscribers,2022,Jan,Gujarat,189243,Number
EPFO,Net number of subscribers,2022,Jan,Dadra and Nagar Haveli and Daman and Diu,224205,Number
EPFO,Net number of subscribers,2022,Jan,Maharashtra,192975,Number
EPFO,Net number of subscribers,2022,Jan,Andhra Pradesh,363057,Number
EPFO,Net number of subscribers,2022,Jan,Karnataka,271899,Number
EPFO,Net number of subscribers,2022,Jan,Goa,176770,Number
EPFO,Net number of subscribers,2022,Jan,Lakshadweep,165744,Number
EPFO,Net number of subscribers,2022,Jan,Kerala,300603,Number
EPFO,Net number of subscribers,2022,Jan,Tamil Nadu,211498,Number
EPFO,Net number of subscribers,2022,Jan,Puducherry,230476,Number
EPFO,Net number of subscribers,2022,Jan,Andaman and Nicobar Islands,183974,Number
EPFO,Net number of subscribers,2022,Jan,Telangana,239128,Number
EPFO,Net number of subscribers,2022,Jan,Ladakh,196116,Number
EPFO,Net number of subscribers,2022,Feb,India,9834361,Number
EPFO,Net number of subscribers,2022,Feb,Jammu and Kashmir,226986,Number
EPFO,Net number of subscribers,2022,Feb,Himachal Pradesh,305619,Number
EPFO,Net number of subscribers,2022,Feb,Punjab,244639,Number
EPFO,Net number of subscribers,2022,Feb,Chandigarh,248935,Number
EPFO,Net number of subscribers,2022,Feb,Uttarakhand,299267,Number
EPFO,Net number of subscribers,2022,Feb,Haryana,311848,Number
EPFO,Net number of subscribers,2022,Feb,Delhi,175024,Number
EPFO,Net number of subscribers,2022,Feb,Rajasthan,181507,Number
EPFO,Net number of subscribers,2022,Feb,Uttar Pradesh,200302,Number
EPFO,Net number of subscribers,2022,Feb,Bihar,167956,Number
EPFO,Net number of subscribers,2022,Feb,Sikkim,317594,Number
EPFO,Net number of subscribers,2022,Feb,Arunachal Pradesh,342132,Number
EPFO,Net number of subscribers,2022,Feb,Nagaland,216914,Number
EPFO,Net number of subscribers,2022,Feb,Manipur,315260,Number
EPFO,Net number of subscribers,2022,Feb,Mizoram,364467,Number
EPFO,Net number of subscribers,2022,Feb,Tripura,213380,Number
EPFO,Net number of subscribers,2022,Feb,Meghalaya,215542,Number
EPFO,Net number of subscribers,2022,Feb,Assam,328348,Number
EPFO,Net number of subscribers,2022,Feb,West Bengal,155488,Number
EPFO,Net number of subscribers,2022,Feb,Jharkhand,237542,Number
EPFO,Net number of subscribers,2022,Feb,Odisha,168461,Number
EPFO,Net number of subscribers,2022,Feb,Chhattisgarh,140440,Number
EPFO,Net number of subscribers,2022,Feb,Madhya Pradesh,187885,Number
EPFO,Net number of subscribers,2022,Feb,Gujarat,191478,Number
EPFO,Net number of subscribers,2022,Feb,Dadra and Nagar Haveli and Daman and Diu,228910,Number
EPFO,Net number of subscribers,2022,Feb,Maharashtra,194057,Number
EPFO,Net number of subscribers,2022,Feb,Andhra Pradesh,363699,Number
EPFO,Net number of subscribers,2022,Feb,Karnataka,260339,Number
EPFO,Net number of subscribers,2022,Feb,Goa,169462,Number
EPFO,Net number of subscribers,2022,Feb,Lakshadweep,169020,Number
EPFO,Net number of subscribers,2022,Feb,Kerala,297578,Number
EPFO,Net number of subscribers,2022,Feb,Tamil Nadu,218450,Number
EPFO,Net number of subscribers,2022,Feb,Puducherry,221678,Number
EPFO,Net number of subscribers,2022,Feb,Andaman and Nicobar Islands,180672,Number
EPFO,Net number of subscribers,2022,Feb,Telangana,237734,Number
EPFO,Net number of subscribers,2022,Feb,Ladakh,205178,Number
EPFO,Net number of subscribers,2022,Mar,India,9848796,Number
EPFO,Net number of subscribers,2022,Mar,Jammu and Kashmir,234977,Number
EPFO,Net number of subscribers,2022,Mar,Himachal Pradesh,306293,Number
EPFO,Net number of subscribers,2022,Mar,Punjab,231967,Number
EPFO,Net number of subscribers,2022,Mar,Chandigarh,267141,Number
EPFO,Net number of subscribers,2022,Mar,Uttarakhand,311046,Number
EPFO,Net number of subscribers,2022,Mar,Haryana,327058,Number
EPFO,Net number of subscribers,2022,Mar,Delhi,173033,Number
EPFO,Net number of subscribers,2022,Mar,Rajasthan,181737,Number
EPFO,Net number of subscribers,2022,Mar,Uttar Pradesh,207613,Number
EPFO,Net number of subscribers,2022,Mar,Bihar,173651,Number
EPFO,Net number of subscribers,2022,Mar,Sikkim,313194,Number
EPFO,Net number of subscribers,2022,Mar,Arunachal Pradesh,336198,Number
EPFO,Net number of subscribers,2022,Mar,Nagaland,215165,Number
EPFO,Net number of subscribers,2022,Mar,Manipur,331671,Number
EPFO,Net number of subscribers,2022,Mar,Mizoram,367143,Number
EPFO,Net number of subscribers,2022,Mar,Tripura,218663,Number
EPFO,Net number of subscribers,2022,Mar,Meghalaya,222724,Number
EPFO,Net number of subscribers,2022,Mar,Assam,315843,Number
EPFO,Net number of subscribers,2022,Mar,West Bengal,148983,Number
EPFO,Net number of subscribers,2022,Mar,Jharkhand,238265,Number
EPFO,Net number of subscribers,2022,Mar,Odisha,163135,Number
EPFO,Net number of subscribers,2022,Mar,Chhattisgarh,141139,Number
EPFO,Net number of subscribers,2022,Mar,Madhya Pradesh,196758,Number
EPFO,Net number of subscribers,2022,Mar,Gujarat,197589,Number
EPFO,Net number of subscribers,2022,Mar,Dadra and Nagar Haveli and Daman and Diu,230923,Number
EPFO,Net number of subscribers,2022,Mar,Maharashtra,186347,Number
EPFO,Net number of subscribers,2022,Mar,Andhra Pradesh,344630,Number
EPFO,Net number of subscribers,2022,Mar,Karnataka,277315,Number
EPFO,Net number of subscribers,2022,Mar,Goa,171370,Number
EPFO,Net number of subscribers,2022,Mar,Lakshadweep,158340,Number
EPFO,Net number of subscribers,2022,Mar,Kerala,316468,Number
EPFO,Net number of subscribers,2022,Mar,Tamil Nadu,205946,Number
EPFO,Net number of subscribers,2022,Mar,Puducherry,232089,Number
EPFO,Net number of subscribers,2022,Mar,Andaman and Nicobar Islands,189065,Number
EPFO,Net number of subscribers,2022,Mar,Telangana,244947,Number
EPFO,Net number of subscribers,2022,Mar,Ladakh,196885,Number
EPFO,Net number of subscribers,2022,Apr,India,10082235,Number
EPFO,Net number of subscribers,2022,Apr,Jammu and Kashmir,232327,Number
EPFO,Net number of subscribers,2022,Apr,Himachal Pradesh,294697,Number
EPFO,Net number of subscribers,2022,Apr,Punjab,238582,Number
EPFO,Net number of subscribers,2022,Apr,Chandigarh,268382,Number
EPFO,Net number of subscribers,2022,Apr,Uttarakhand,292222,Number
EPFO,Net number of subscribers,2022,Apr,Haryana,322337,Number
EPFO,Net number of subscribers,2022,Apr,Delhi,180708,Number
EPFO,Net number of subscribers,2022,Apr,Rajasthan,180081,Number
EPFO,Net number of subscribers,2022,Apr,Uttar Pradesh,198414,Number
EPFO,Net number of subscribers,2022,Apr,Bihar,172352,Number
EPFO,Net number of subscribers,2022,Apr,Sikkim,322357,Number
EPFO,Net number of subscribers,2022,Apr,Arunachal Pradesh,336816,Number
EPFO,Net number of subscribers,2022,Apr,Nagaland,223922,Number
EPFO,Net number of subscribers,2022,Apr,Manipur,325652,Number
EPFO,Net number of subscribers,2022,Apr,Mizoram,368477,Number
EPFO,Net number of subscribers,2022,Apr,Tripura,210866,Number
EPFO,Net number of subscribers,2022,Apr,Meghalaya,215242,Number
EPFO,Net number of subscribers,2022,Apr,Assam,308431,Number
EPFO,Net number of subscribers,2022,Apr,West Bengal,159182,Number
EPFO,Net number of subscribers,2022,Apr,Jharkhand,248940,Number
EPFO,Net number of subscribers,2022,Apr,Odisha,160771,Number
EPFO,Net number of subscribers,2022,Apr,Chhattisgarh,144816,Number
EPFO,Net number of subscribers,2022,Apr,Madhya Pradesh,187716,Number
EPFO,Net number of subscribers,2022,Apr,Gujarat,187690,Number
EPFO,Net number of subscribers,2022,Apr,Dadra and Nagar Haveli and Daman and Diu,229266,Number
EPFO,Net number of subscribers,2022,Apr,Maharashtra,199551,Number
EPFO,Net number of subscribers,2022,Apr,Andhra Pradesh,363296,Number
EPFO,Net number of subscribers,2022,Apr,Karnataka,265630,Number
EPFO,Net number of subscribers,2022,Apr,Goa,181450,Number
EPFO,Net number of subscribers,2022,Apr,Lakshadweep,168798,Number
EPFO,Net number of subscribers,2022,Apr,Kerala,310829,Number
EPFO,Net number of subscribers,2022,Apr,Tamil Nadu,216765,Number
EPFO,Net number of subscribers,2022,Apr,Puducherry,226443,Number
EPFO,Net number of subscribers,2022,Apr,Andaman and Nicobar Islands,185076,Number
EPFO,Net number of subscribers,2022,Apr,Telangana,238014,Number
EPFO,Net number of subscribers,2022,Apr,Ladakh,203164,Number
EPFO,Net number of subscribers,2022,May,India,9424279,Number
EPFO,Net number of subscribers,2022,May,Jammu and Kashmir,238676,Number
EPFO,Net number of subscribers,2022,May,Himachal Pradesh,295186,Number
EPFO,Net number of subscribers,2022,May,Punjab,246362,Number
EPFO,Net number of subscribers,2022,May,Chandigarh,255205,Number
EPFO,Net number of subscribers,2022,May,Uttarakhand,298381,Number
EPFO,Net number of subscribers,2022,May,Haryana,334212,Number
EPFO,Net number of subscribers,2022,May,Delhi,180885,Number
EPFO,Net number of subscribers,2022,May,Rajasthan,188888,Number
EPFO,Net number of subscribers,2022,May,Uttar Pradesh,211035,Number
EPFO,Net number of subscribers,2022,May,Bihar,180951,Number
EPFO,Net number of subscribers,2022,May,Sikkim,313692,Number
EPFO,Net number of subscribers,2022,May,Arunachal Pradesh,349444,Number
EPFO,Net number of subscribers,2022,May,Nagaland,232886,Number
EPFO,Net number of subscribers,2022,May,Manipur,333421,Number
EPFO,Net number of subscribers,2022,May,Mizoram,357060,Number
EPFO,Net number of subscribers,2022,May,Tripura,217763,Number
EPFO,Net number of subscribers,2022,May,Meghalaya,218606,Number
EPFO,Net number of subscribers,2022,May,Assam,319974,Number
EPFO,Net number of subscribers,2022,May,West Bengal,162481,Number
EPFO,Net number of subscribers,2022,May,Jharkhand,236304,Number
EPFO,Net number of subscribers,2022,May,Odisha,161912,Number
EPFO,Net number of subscribers,2022,May,Chhattisgarh,145802,Number
EPFO,Net number of subscribers,2022,May,Madhya Pradesh,195941,Number
EPFO,Net number of subscribers,2022,May,Gujarat,189425,Number
EPFO,Net number of subscribers,2022,May,Dadra and Nagar Haveli and Daman and Diu,231106,Number
EPFO,Net number of subscribers,2022,May,Maharashtra,197346,Number
EPFO,Net number of subscribers,2022,May,Andhra Pradesh,366612,Number
EPFO,Net number of subscribers,2022,May,Karnataka,284380,Number
EPFO,Net number of subscribers,2022,May,Goa,178740,Number
EPFO,Net number of subscribers,2022,May,Lakshadweep,166160,Number
EPFO,Net number of subscribers,2022,May,Kerala,324066,Number
EPFO,Net number of subscribers,2022,May,Tamil Nadu,222121,Number
EPFO,Net number of subscribers,2022,May,Puducherry,238309,Number
EPFO,Net number of subscribers,2022,May,Andaman and Nicobar Islands,188949,Number
EPFO,Net number of subscribers,2022,May,Telangana,247011,Number
EPFO,Net number of subscribers,2022,May,Ladakh,202260,Number
EPFO,Net number of subscribers,2022,Jun,India,9829399,Number
EPFO,Net number of subscribers,2022,Jun,Jammu and Kashmir,241509,Number
EPFO,Net number of subscribers,2022,Jun,Himachal Pradesh,315573,Number
EPFO,Net number of subscribers,2022,Jun,Punjab,236666,Number
EPFO,Net number of subscribers,2022,Jun,Chandigarh,263178,Number
EPFO,Net number of subscribers,2022,Jun,Uttarakhand,308107,Number
EPFO,Net number of subscribers,2022,Jun,Haryana,332803,Number
EPFO,Net number of subscribers,2022,Jun,Delhi,183129,Number
EPFO,Net number of subscribers,2022,Jun,Rajasthan,182814,Number
EPFO,Net number of subscribers,2022,Jun,Uttar Pradesh,199773,Number
EPFO,Net number of subscribers,2022,Jun,Bihar,172188,Number
EPFO,Net number of subscribers,2022,Jun,Sikkim,314811,Number
EPFO,Net number of subscribers,2022,Jun,Arunachal Pradesh,360486,Number
EPFO,Net number of subscribers,2022,Jun,Nagaland,233446,Number
EPFO,Net number of subscribers,2022,Jun,Manipur,322494,Number
EPFO,Net number of subscribers,2022,Jun,Mizoram,371292,Number
EPFO,Net number of subscribers,2022,Jun,Tripura,215403,Number
EPFO,Net number of subscribers,2022,Jun,Meghalaya,227589,Number
EPFO,Net number of subscribers,2022,Jun,Assam,325357,Number
EPFO,Net number of subscribers,2022,Jun,West Bengal,158274,Number
EPFO,Net number of subscribers,2022,Jun,Jharkhand,249462,Number
EPFO,Net number of subscribers,2022,Jun,Odisha,165871,Number
EPFO,Net number of subscribers,2022,Jun,Chhattisgarh,149162,Number
EPFO,Net number of subscribers,2022,Jun,Madhya Pradesh,200705,Number
EPFO,Net number of subscribers,2022,Jun,Gujarat,196168,Number
EPFO,Net number of subscribers,2022,Jun,Dadra and Nagar Haveli and Daman and Diu,236803,Number
EPFO,Net number of subscribers,2022,Jun,Maharashtra,202446,Number
EPFO,Net number of subscribers,2022,Jun,Andhra Pradesh,357000,Number
EPFO,Net number of subscribers,2022,Jun,Karnataka,265656,Number
EPFO,Net number of subscribers,2022,Jun,Goa,173892,Number
EPFO,Net number of subscribers,2022,Jun,Lakshadweep,161464,Number
EPFO,Net number of subscribers,2022,Jun,Kerala,327329,Number
EPFO,Net number of subscribers,2022,Jun,Tamil Nadu,212343,Number
EPFO,Net number of subscribers,2022,Jun,Puducherry,242061,Number
EPFO,Net number of subscribers,2022,Jun,Andaman and Nicobar Islands,183349,Number
EPFO,Net number of subscribers,2022,Jun,Telangana,249566,Number
EPFO,Net number of subscribers,2022,Jun,Ladakh,212437,Number
EPFO,Net number of subscribers,2022,Jul,India,10315417,Number
EPFO,Net number of subscribers,2022,Jul,Jammu and Kashmir,234852,Number
EPFO,Net number of subscribers,2022,Jul,Himachal Pradesh,313180,Number
EPFO,Net number of subscribers,2022,Jul,Punjab,239231,Number
EPFO,Net number of subscribers,2022,Jul,Chandigarh,277365,Number
EPFO,Net number of subscribers,2022,Jul,Uttarakhand,295783,Number
EPFO,Net number of subscribers,2022,Jul,Haryana,331213,Number
EPFO,Net number of subscribers,2022,Jul,Delhi,172974,Number
EPFO,Net number of subscribers,2022,Jul,Rajasthan,183972,Number
EPFO,Net number of subscribers,2022,Jul,Uttar Pradesh,207745,Number
EPFO,Net number of subscribers,2022,Jul,Bihar,184325,Number
EPFO,Net number of subscribers,2022,Jul,Sikkim,331578,Number
EPFO,Net number of subscribers,2022,Jul,Arunachal Pradesh,356549,Number
EPFO,Net number of subscribers,2022,Jul,Nagaland,232778,Number
EPFO,Net number of subscribers,2022,Jul,Manipur,324640,Number
EPFO,Net number of subscribers,2022,Jul,Mizoram,379612,Number
EPFO,Net number of subscribers,2022,Jul,Tripura,215956,Number
EPFO,Net number of subscribers,2022,Jul,Meghalaya,227341,Number
EPFO,Net number of subscribers,2022,Jul,Assam,320703,Number
EPFO,Net number of subscribers,2022,Jul,West Bengal,163120,Number
EPFO,Net number of subscribers,2022,Jul,Jharkhand,246581,Number
EPFO,Net number of subscribers,2022,Jul,Odisha,162757,Number
EPFO,Net number of subscribers,2022,Jul,Chhattisgarh,150340,Number
EPFO,Net number of subscribers,2022,Jul,Madhya Pradesh,195323,Number
EPFO,Net number of subscribers,2022,Jul,Gujarat,194673,Number
EPFO,Net number of subscribers,2022,Jul,Dadra and Nagar Haveli and Daman and Diu,239609,Number
EPFO,Net number of subscribers,2022,Jul,Maharashtra,191817,Number
EPFO,Net number of subscribers,2022,Jul,Andhra Pradesh,375313,Number
EPFO,Net number of subscribers,2022,Jul,Karnataka,287371,Number
EPFO,Net number of subscribers,2022,Jul,Goa,175034,Number
EPFO,Net number of subscribers,2022,Jul,Lakshadweep,170867,Number
EPFO,Net number of subscribers,2022,Jul,Kerala,316710,Number
EPFO,Net number of subscribers,2022,Jul,Tamil Nadu,220099,Number
EPFO,Net number of subscribers,2022,Jul,Puducherry,246936,Number
EPFO,Net number of subscribers,2022,Jul,Andaman and Nicobar Islands,184908,Number
EPFO,Net number of subscribers,2022,Jul,Telangana,251255,Number
EPFO,Net number of subscribers,2022,Jul,Ladakh,213744,Number
EPFO,Net number of subscribers,2022,Aug,India,10262338,Number
EPFO,Net number of subscribers,2022,Aug,Jammu and Kashmir,230949,Number
EPFO,Net number of subscribers,2022,Aug,Himachal Pradesh,299772,Number
EPFO,Net number of subscribers,2022,Aug,Punjab,251344,Number
EPFO,Net number of subscribers,2022,Aug,Chandigarh,274463,Number
EPFO,Net number of subscribers,2022,Aug,Uttarakhand,299204,Number
EPFO,Net number of subscribers,2022,Aug,Haryana,322725,Number
EPFO,Net number of subscribers,2022,Aug,Delhi,182962,Number
EPFO,Net number of subscribers,2022,Aug,Rajasthan,190979,Number
EPFO,Net number of subscribers,2022,Aug,Uttar Pradesh,214704,Number
EPFO,Net number of subscribers,2022,Aug,Bihar,184362,Number
EPFO,Net number of subscribers,2022,Aug,Sikkim,316915,Number
EPFO,Net number of subscribers,2022,Aug,Arunachal Pradesh,359606,Number
EPFO,Net number of subscribers,2022,Aug,Nagaland,235976,Number
EPFO,Net number of subscribers,2022,Aug,Manipur,339577,Number
EPFO,Net number of subscribers,2022,Aug,Mizoram,370728,Number
EPFO,Net number of subscribers,2022,Aug,Tripura,216874,Number
EPFO,Net number of subscribers,2022,Aug,Meghalaya,232556,Number
EPFO,Net number of subscribers,2022,Aug,Assam,320826,Number
EPFO,Net number of subscribers,2022,Aug,West Bengal,161270,Number
EPFO,Net number of subscribers,2022,Aug,Jharkhand,258452,Number
EPFO,Net number of subscribers,2022,Aug,Odisha,173540,Number
EPFO,Net number of subscribers,2022,Aug,Chhattisgarh,153421,Number
EPFO,Net number of subscribers,2022,Aug,Madhya Pradesh,193981,Number
EPFO,Net number of subscribers,2022,Aug,Gujarat,194132,Number
EPFO,Net number of subscribers,2022,Aug,Dadra and Nagar Haveli and Daman and Diu,238436,Number
EPFO,Net number of subscribers,2022,Aug,Maharashtra,203836,Number
EPFO,Net number of subscribers,2022,Aug,Andhra Pradesh,367029,Number
EPFO,Net number of subscribers,2022,Aug,Karnataka,277553,Number
EPFO,Net number of subscribers,2022,Aug,Goa,177989,Number
EPFO,Net number of subscribers,2022,Aug,Lakshadweep,166864,Number
EPFO,Net number of subscribers,2022,Aug,Kerala,323294,Number
EPFO,Net number of subscribers,2022,Aug,Tamil Nadu,224590,Number
EPFO,Net number of subscribers,2022,Aug,Puducherry,245638,Number
EPFO,Net number of subscribers,2022,Aug,Andaman and Nicobar Islands,189879,Number
EPFO,Net number of subscribers,2022,Aug,Telangana,252228,Number
EPFO,Net number of subscribers,2022,Aug,Ladakh,208056,Number
EPFO,Net number of subscribers,2022,Sep,India,10052443,Number
EPFO,Net number of subscribers,2022,Sep,Jammu and Kashmir,245382,Number
EPFO,Net number of subscribers,2022,Sep,Himachal Pradesh,306717,Number
EPFO,Net number of subscribers,2022,Sep,Punjab,245383,Number
EPFO,Net number of subscribers,2022,Sep,Chandigarh,268751,Number
EPFO,Net number of subscribers,2022,Sep,Uttarakhand,304143,Number
EPFO,Net number of subscribers,2022,Sep,Haryana,325094,Number
EPFO,Net number of subscribers,2022,Sep,Delhi,185141,Number
EPFO,Net number of subscribers,2022,Sep,Rajasthan,197027,Number
EPFO,Net number of subscribers,2022,Sep,Uttar Pradesh,207548,Number
EPFO,Net number of subscribers,2022,Sep,Bihar,182112,Number
EPFO,Net number of subscribers,2022,Sep,Sikkim,324476,Number
EPFO,Net number of subscribers,2022,Sep,Arunachal Pradesh,369740,Number
EPFO,Net number of subscribers,2022,Sep,Nagaland,230664,Number
EPFO,Net number of subscribers,2022,Sep,Manipur,344244,Number
EPFO,Net number of subscribers,2022,Sep,Mizoram,374964,Number
EPFO,Net number of subscribers,2022,Sep,Tripura,223740,Number
EPFO,Net number of subscribers,2022,Sep,Meghalaya,224415,Number
EPFO,Net number of subscribers,2022,Sep,Assam,320309,Number
EPFO,Net number of subscribers,2022,Sep,West Bengal,164733,Number
EPFO,Net number of subscribers,2022,Sep,Jharkhand,252078,Number
EPFO,Net number of subscribers,2022,Sep,Odisha,172225,Number
EPFO,Net number of subscribers,2022,Sep,Chhattisgarh,149115,Number
EPFO,Net number of subscribers,2022,Sep,Madhya Pradesh,204165,Number
EPFO,Net number of subscribers,2022,Sep,Gujarat,201478,Number
EPFO,Net number of subscribers,2022,Sep,Dadra and Nagar Haveli and Daman and Diu,236190,Number
EPFO,Net number of subscribers,2022,Sep,Maharashtra,202058,Number
EPFO,Net number of subscribers,2022,Sep,Andhra Pradesh,373315,Number
EPFO,Net number of subscribers,2022,Sep,Karnataka,288699,Number
EPFO,Net number of subscribers,2022,Sep,Goa,179358,Number
EPFO,Net number of subscribers,2022,Sep,Lakshadweep,175854,Number
EPFO,Net number of subscribers,2022,Sep,Kerala,332719,Number
EPFO,Net number of subscribers,2022,Sep,Tamil Nadu,226832,Number
EPFO,Net number of subscribers,2022,Sep,Puducherry,250682,Number
EPFO,Net number of subscribers,2022,Sep,Andaman and Nicobar Islands,197167,Number
EPFO,Net number of subscribers,2022,Sep,Telangana,260671,Number
EPFO,Net number of subscribers,2022,Sep,Ladakh,210860,Number
EPFO,Net number of subscribers,2022,Oct,India,9754821,Number
EPFO,Net number of subscribers,2022,Oct,Jammu and Kashmir,234319,Number
EPFO,Net number of subscribers,2022,Oct,Himachal Pradesh,308398,Number
EPFO,Net number of subscribers,2022,Oct,Punjab,255767,Number
EPFO,Net number of subscribers,2022,Oct,Chandigarh,283397,Number
EPFO,Net number of subscribers,2022,Oct,Uttarakhand,325226,Number
EPFO,Net number of subscribers,2022,Oct,Haryana,341016,Number
EPFO,Net number of subscribers,2022,Oct,Delhi,180772,Number
EPFO,Net number of subscribers,2022,Oct,Rajasthan,193258,Number
EPFO,Net number of subscribers,2022,Oct,Uttar Pradesh,216076,Number
EPFO,Net number of subscribers,2022,Oct,Bihar,177517,Number
EPFO,Net number of subscribers,2022,Oct,Sikkim,343326,Number
EPFO,Net number of subscribers,2022,Oct,Arunachal Pradesh,376450,Number
EPFO,Net number of subscribers,2022,Oct,Nagaland,228917,Number
EPFO,Net number of subscribers,2022,Oct,Manipur,334102,Number
EPFO,Net number of subscribers,2022,Oct,Mizoram,371570,Number
EPFO,Net number of subscribers,2022,Oct,Tripura,223856,Number
EPFO,Net number of subscribers,2022,Oct,Meghalaya,236777,Number
EPFO,Net number of subscribers,2022,Oct,Assam,335839,Number
EPFO,Net number of subscribers,2022,Oct,West Bengal,167182,Number
EPFO,Net number of subscribers,2022,Oct,Jharkhand,261933,Number
EPFO,Net number of subscribers,2022,Oct,Odisha,166006,Number
EPFO,Net number of subscribers,2022,Oct,Chhattisgarh,145975,Number
EPFO,Net number of subscribers,2022,Oct,Madhya Pradesh,201328,Number
EPFO,Net number of subscribers,2022,Oct,Gujarat,206232,Number
EPFO,Net number of subscribers,2022,Oct,Dadra and Nagar Haveli and Daman and Diu,243455,Number
EPFO,Net number of subscribers,2022,Oct,Maharashtra,208069,Number
EPFO,Net number of subscribers,2022,Oct,Andhra Pradesh,360588,Number
EPFO,Net number of subscribers,2022,Oct,Karnataka,283850,Number
EPFO,Net number of subscribers,2022,Oct,Goa,178726,Number
EPFO,Net number of subscribers,2022,Oct,Lakshadweep,169042,Number
EPFO,Net number of subscribers,2022,Oct,Kerala,325453,Number
EPFO,Net number of subscribers,2022,Oct,Tamil Nadu,226378,Number
EPFO,Net number of subscribers,2022,Oct,Puducherry,242944,Number
EPFO,Net number of subscribers,2022,Oct,Andaman and Nicobar Islands,187270,Number
EPFO,Net number of subscribers,2022,Oct,Telangana,256654,Number
EPFO,Net number of subscribers,2022,Oct,Ladakh,204600,Number
EPFO,Net number of subscribers,2022,Nov,India,10544782,Number
EPFO,Net number of subscribers,2022,Nov,Jammu and Kashmir,235573,Number
EPFO,Net number of subscribers,2022,Nov,Himachal Pradesh,322903,Number
